"","Row.names","ABCF1","ASF1B","ASS1","CDCA7","CHAF1B","DDX21","DNMT1","DUT","EMB","FEN1","GRWD1","HELLS","HMGA1","HMGB2","IFI16","IFRD2","LY6H","MCM3","MCM5","MCM6","MSH6","NAP1L4","POLA2","POLD1","PRPS1","RAD51","RNASE2","RRM2","SERPINA3","SMC2","SNX5","VCAN","EFS_fct"
"188","PANZHT",8.050252,7.466583,6.907321,7.049453,6.321123,7.7344,8.507309,7.227543,6.181328,7.968833,7.176965,7.781377,8.182117,9.085032,6.949231,6.846782,7.255077,8.073638,8.831953,8.417344,7.754676,8.4674,7.753531,7.660275,7.235399,6.880899,4.446361,7.836251,5.337818,7.399204,7.910382,8.719579,"EFS_G5"
"189","PANZPV",7.984168,6.918711,6.789235,5.998144,6.244827,7.666651,8.160571,7.474627,6.151386,7.732403,7.129903,7.20976,8.106649,8.739001,6.515747,7.088297,7.351185,7.849522,8.326684,8.0611,7.694693,8.316333,7.088152,7.377406,7.461604,6.445866,4.047719,7.424732,4.76506,6.952366,7.619536,8.696321,"EFS_L5"
"190","PAPAKS",8.151675,7.248662,8.086697,6.624461,5.952185,6.585687,7.783448,7.039508,4.884614,7.706924,7.232086,6.394532,8.611326,9.157597,4.659998,7.243392,7.066135,8.457852,8.757754,7.508063,7.011086,7.236962,6.508649,7.641804,6.041935,6.299968,3.995066,10.460856,5.067315,5.909063,7.43425,5.737037,"EFS_G5"
"191","PAPBGH",8.256929,7.016431,7.606273,7.495054,6.220015,8.214836,8.568744,8.017074,5.747425,8.329711,8.081375,6.949536,9.180347,9.276064,6.850777,7.088524,6.637822,8.262575,8.642198,8.495768,8.353403,8.679317,7.971115,7.482919,7.921923,6.723044,3.486761,8.526073,4.436634,7.832861,8.531969,7.171353,"EFS_L5"
"192","PAPBZI",8.388769,7.279371,7.175435,7.067517,6.309878,8.07213,8.514023,7.622686,5.989201,8.530676,7.938643,6.804599,8.447811,9.555204,6.943171,7.015179,6.507375,8.553786,8.610156,8.30759,7.907934,8.623532,7.381169,7.608828,7.747659,6.864543,3.624521,8.183012,4.876831,7.528614,7.866634,9.074139,"EFS_L5"
"193","PAPEFE",8.11223,6.736228,7.277113,7.214388,5.953886,7.697227,7.650895,7.072448,6.052632,7.574913,7.361909,6.872126,8.521355,8.742158,7.567719,7.116576,6.025377,7.861564,8.603201,8.511233,8.002369,8.258676,7.449752,7.506893,7.330566,6.017763,4.054431,7.802998,5.375705,6.714128,8.222317,7.72053,"EFS_L5"
"194","PAPEJW",8.042006,6.874264,7.66237,7.27878,6.603172,8.454065,8.082352,7.249897,5.78543,8.022693,7.437972,7.541567,8.527701,9.021995,7.384526,7.179734,6.803032,8.219404,8.438547,8.436296,7.145195,8.421011,7.521935,7.583732,7.534102,6.121028,3.544454,7.984316,4.614674,7.349258,7.594929,8.51816,"EFS_L5"
"195","PAPHPE",7.758823,6.238399,6.961899,5.035789,5.824583,6.847258,7.728739,7.113661,5.475575,7.256383,7.354811,5.543987,8.010996,7.383081,5.309193,6.938,7.709912,6.642642,7.239775,6.21188,6.914885,8.432479,6.228161,7.399705,7.59634,5.068456,3.893041,5.668053,5.252251,5.586417,7.075775,6.670066,"EFS_L5"
"196","PAPJLD",7.961064,5.905833,8.090488,5.097141,5.616022,7.513204,7.608307,7.168257,6.774699,7.067931,7.46821,5.245482,8.029036,7.741771,7.252917,6.959489,7.580735,7.197455,7.660492,7.319551,7.179588,7.816855,6.300638,7.103583,8.081317,4.956998,4.213263,5.940019,7.516866,6.285084,7.726024,8.594843,"EFS_G5"
"197","PAPKWN",8.617573,7.359024,8.033314,7.658254,6.201721,8.02805,8.678941,7.848062,6.1753,7.866954,7.60633,8.124347,8.823888,9.60984,7.518173,7.206225,6.459263,8.567948,9.081308,8.940984,8.119279,8.447884,8.084673,7.601753,7.409759,6.95422,4.504754,8.780338,4.805215,7.55796,8.443847,8.764143,"EFS_L5"
"198","PAPRTD",7.813984,5.719526,7.42274,4.974964,5.639007,7.397928,7.907043,7.356726,6.823768,6.891664,7.468791,5.068118,8.010766,7.67298,8.37688,6.756406,6.359705,6.909926,7.900511,7.244883,7.030032,7.887727,6.916162,6.913617,8.675845,4.711692,6.39361,5.690392,8.85091,6.435924,8.00783,8.490594,"EFS_L5"
"199","PAPSEI",7.800378,7.605967,7.593823,7.905571,6.891389,8.181582,8.807777,8.055119,6.444381,8.521051,7.843405,8.371694,8.831874,9.529318,7.192431,7.257349,7.268007,8.536012,9.31149,9.219282,8.220627,8.604261,8.720611,7.95997,8.002709,7.31528,4.765349,8.872778,4.661358,8.009014,8.598957,9.419773,"EFS_L5"
"200","PAPSKM",8.157312,7.359924,6.74111,7.647416,7.030658,7.633453,8.841751,7.375032,6.717164,8.065717,7.543404,7.565579,8.181142,9.813076,7.25414,7.207492,7.13144,8.169771,9.074054,8.796534,7.660832,8.576305,8.471406,7.913167,7.673734,6.505573,3.936363,8.232305,4.838199,7.172869,7.889946,7.379971,"EFS_L5"
"201","PAPTIP",8.129844,7.463517,8.264525,7.881633,6.840931,8.072198,8.355904,7.982283,5.32608,8.319472,7.504659,7.939131,8.884768,9.945117,6.098609,7.040497,6.604378,8.703997,9.321224,9.400617,8.415196,8.491249,8.198097,7.669051,7.95118,7.090612,4.459541,8.207778,4.535078,8.174276,8.482513,8.264182,"EFS_L5"
"202","PAPTLD",8.009832,7.796541,6.87177,7.080778,6.863504,7.158698,8.400958,7.91489,5.325224,8.201794,7.589223,7.300369,8.756995,9.733626,5.026876,7.183074,7.532603,8.284415,8.91035,7.954426,7.457922,7.751481,8.064539,7.998016,6.98915,7.172365,4.031263,9.039365,5.118419,7.297574,7.679636,5.879732,"EFS_L5"
"203","PAPTLY",8.07334,6.659123,7.059128,7.052124,6.138828,7.796542,7.641093,7.46879,6.379915,7.526694,7.459612,7.182425,8.319588,8.939673,7.274853,6.949246,6.932395,7.967533,8.493492,8.143822,7.808097,8.145195,7.622779,7.484575,7.377445,6.220242,3.816857,7.394332,4.937768,6.988233,7.928224,9.015899,"EFS_G5"
"204","PAPTMM",8.262375,7.746897,11.154633,8.011708,6.919764,9.175556,8.913023,8.196935,6.953873,8.503972,8.114046,8.594132,8.917547,9.872502,5.736676,7.495028,6.220317,8.500463,9.026577,9.060386,8.103157,8.497067,8.59775,7.701045,8.734046,7.457466,3.875569,12.067993,9.466324,8.166599,8.799663,8.296223,"EFS_G5"
"205","PAPUAR",7.720827,7.16438,6.50826,6.888867,6.474717,7.864985,8.231991,7.582258,6.266372,8.395973,7.004226,8.251563,8.156029,9.42698,6.79251,6.836897,7.139838,8.045814,8.686129,8.753258,7.935477,8.871884,7.98651,7.353535,7.571561,6.613114,3.870617,8.03144,4.962118,8.195727,7.788541,7.738407,"EFS_G5"
"206","PAPUEB",8.031681,7.127692,6.64617,7.632871,6.876908,8.332068,8.361113,7.806587,6.53408,8.244478,7.091838,8.667098,7.967888,10.05559,7.550506,6.762205,6.41511,8.455272,8.873241,9.464016,8.255842,8.603282,7.789234,7.270885,8.217885,6.975891,4.718823,8.380253,5.086089,8.429003,8.072225,8.055732,"EFS_G5"
"207","PAPUNH",7.903891,6.744123,6.221758,7.404913,6.799305,8.546236,8.525361,7.038728,6.088743,8.05136,7.5289,7.559272,8.05112,9.752476,5.329928,7.009534,6.936215,8.22584,8.412007,9.159427,8.503874,8.513195,7.458911,7.290173,8.851116,6.152859,3.870964,8.122175,4.461198,8.401324,8.270734,6.623655,"EFS_G5"
"208","PAPUTN",8.124663,7.683197,7.644021,8.12125,6.798147,8.211373,8.432835,7.468569,5.64853,8.555876,7.437071,8.081877,8.733673,9.983264,7.617264,7.350015,6.744232,8.430645,9.229273,9.301932,8.291226,8.694662,8.351843,7.80102,7.570089,7.264026,4.171236,8.459649,5.145535,7.794544,8.35336,8.971389,"EFS_L5"
"209","PAPWUC",7.624195,6.845847,7.32138,6.629603,5.928631,7.978002,8.102074,7.201416,7.847378,7.339505,7.511101,7.133683,7.992788,8.982852,8.40471,7.019688,6.062565,7.560777,8.662115,8.026615,7.416859,8.469789,8.042529,7.154541,7.910522,6.117936,4.146517,7.817805,5.159935,7.107042,8.783611,8.686924,"EFS_G5"
"210","PAPZYP",8.18412,7.170986,7.295621,7.678988,6.721503,8.779122,8.749654,8.009851,6.115996,8.561831,7.456962,8.770503,8.578105,9.95735,7.95163,7.096877,6.70175,8.52065,9.088701,9.517508,8.464181,8.762988,8.151502,7.469699,8.299067,7.327271,4.444223,8.721732,4.789221,8.158466,8.438561,10.231947,"EFS_G5"
"211","PARABN",7.442448,6.984786,7.250878,7.324841,6.402818,7.175809,8.390848,7.464029,5.422744,7.590189,7.348541,7.714767,8.732565,8.800447,6.226595,7.125957,6.749213,7.627475,8.51911,7.810512,7.485353,7.916921,7.721337,7.837096,7.138433,6.321248,4.043053,8.076769,4.850841,6.658967,8.265366,8.938412,"EFS_L5"
"212","PARACM",7.904469,6.521311,6.992631,6.949906,5.742411,7.544722,8.071628,7.180754,6.569949,7.870061,7.073655,7.135208,7.831332,9.106119,7.601299,6.80081,6.394182,7.837479,7.979856,8.32607,7.888308,8.516719,7.764641,7.175819,8.202154,6.091255,3.755321,7.679266,6.656912,7.325509,7.994039,8.905899,"EFS_G5"
"213","PARAHE",7.795948,7.192172,7.066204,5.909743,6.211031,8.145571,7.751188,7.801636,6.485967,7.703629,7.394696,7.718089,8.151338,9.303807,7.395424,6.927981,6.105287,7.716533,8.544597,7.800961,7.381917,8.542745,7.799101,7.29026,7.992764,6.582585,6.705316,8.377385,5.949125,7.642708,8.185554,9.688979,"EFS_L5"
"214","PARCWT",8.092155,7.008403,7.075659,6.752296,5.983295,8.401566,8.495652,7.618646,5.648049,7.884111,7.552153,7.772096,8.013365,8.985428,7.440985,6.676217,6.284618,7.483657,8.376023,7.933272,7.932842,8.616453,8.048878,7.346188,8.329747,6.529862,4.346493,8.150055,6.694246,7.787657,8.004768,9.056899,"EFS_L5"
"215","PARDUJ",7.510868,6.773426,6.811948,6.732317,6.088915,6.677028,7.928033,7.260683,5.638445,7.838454,7.155707,6.963537,8.044981,8.731395,6.722511,6.836583,6.886655,7.433413,8.050277,7.985029,7.648963,7.965398,7.725341,7.335225,7.343749,6.036635,4.366683,7.546312,5.445958,6.693976,7.257077,8.4706,"EFS_L5"
"216","PAREGK",7.460737,6.525146,7.51108,6.346541,5.678426,7.56796,7.743234,7.310316,5.556094,6.962413,7.315156,6.354715,8.049506,7.925164,6.944519,7.165883,6.527797,7.017509,7.845571,7.328714,7.74778,7.784332,6.972608,7.30011,7.30065,5.531036,3.852983,7.496642,4.906488,6.343016,8.135444,10.319724,"EFS_G5"
"217","PARFBW",7.674035,6.115991,7.565984,5.04201,5.965348,6.69724,7.530935,6.83716,5.477493,6.886387,7.34198,4.664919,8.103607,6.504344,6.639607,6.967883,7.688015,6.654318,7.249005,6.60489,7.063307,7.626716,6.309443,7.108992,7.306857,5.252814,4.372324,5.753577,6.746727,5.688165,7.034618,8.152564,"EFS_G5"
"218","PARGDJ",8.074358,5.94353,8.25663,5.347774,5.561615,7.568298,7.757872,7.390645,6.406526,7.176599,7.536163,6.001058,8.138614,6.710707,6.679452,6.931321,7.39162,6.948318,7.457424,7.134347,7.242246,8.427103,7.011609,7.056886,8.329856,5.09205,4.291196,6.257246,5.358864,6.28345,7.601246,8.490633,"EFS_L5"
"219","PARGUX",7.926292,7.456811,6.883728,7.041402,6.514861,8.008048,7.819189,7.449679,4.705933,7.929451,7.587244,7.763489,8.291001,8.890772,6.374455,6.956034,6.806613,7.900741,8.635772,8.530956,7.875997,7.982208,8.766692,7.631008,7.955044,6.708328,4.060301,8.282972,4.956341,7.706522,7.685788,8.185413,"EFS_G5"
"220","PARHYL",7.946239,7.374303,7.084053,7.018222,6.101576,8.12235,8.500685,7.264613,6.12417,7.365602,7.489502,7.4896,8.203989,9.35564,7.522172,6.948289,6.276215,7.655303,8.594728,8.514142,7.632856,8.013018,7.452044,7.523835,7.920301,6.315515,4.578866,8.467955,4.807068,7.35144,7.782158,9.638535,"EFS_G5"
"221","PARIKF",7.738461,7.01899,6.454155,7.692374,6.657226,8.130428,8.597957,7.880397,5.877053,7.965351,7.596415,8.479366,8.777354,9.609085,6.469912,7.21515,7.115357,8.239183,8.959982,8.972265,8.127636,8.448129,8.473892,7.658562,7.56776,6.860884,4.271231,8.173521,4.710182,7.624271,8.283281,9.964371,"EFS_G5"
"222","PARIKT",7.687311,6.622716,7.014251,4.819276,5.498199,6.98201,7.294776,6.950694,6.44006,7.113991,7.529913,4.91477,8.17082,6.492869,5.827778,7.025091,7.498183,6.20962,7.066402,6.369162,7.091531,8.257128,6.347754,7.244141,8.428793,5.551325,4.783534,5.88814,5.077777,5.967141,7.189764,6.667101,"EFS_L5"
"223","PARIRD",7.767788,7.098847,6.96657,7.351439,6.781178,7.507309,8.62907,7.741298,5.664456,8.110442,7.87885,7.400963,8.97953,8.890245,5.685432,7.250069,7.052502,7.995747,9.506915,9.12071,7.958384,8.089711,8.250037,7.887001,7.414994,6.992839,4.306966,8.617247,4.927038,6.971777,8.03533,9.191131,"EFS_L5"
"224","PARJAR",7.855508,6.734951,7.357087,6.851193,6.386765,8.657472,7.583893,7.246775,6.636265,7.335508,7.463385,7.270857,8.222524,8.891946,7.124185,6.689591,7.124215,7.112735,8.077315,7.833184,7.654713,8.461032,7.343563,7.24451,8.208839,6.13473,5.482216,7.748157,5.653251,6.697791,7.807964,9.068133,"EFS_L5"
"225","PARJTB",8.162684,7.415458,7.287717,8.313569,7.109378,8.831561,8.972571,7.912517,6.4304,8.572836,8.111851,8.720718,8.968877,10.084636,7.349594,7.3104,6.933002,8.708062,9.353008,9.527036,8.527516,8.784197,8.969058,8.119255,8.104637,7.680094,4.526553,8.86644,4.603364,8.10588,9.196158,8.732068,"EFS_L5"
"226","PARMFA",7.711917,6.293306,7.385728,4.873021,5.924314,7.835388,7.835292,7.175763,7.022919,6.874128,7.529727,5.783657,7.827976,8.093427,8.352936,6.695854,6.433943,6.92147,7.789533,7.509993,6.976758,8.149485,6.856436,6.909639,8.670124,4.979975,4.981669,6.157177,7.256091,6.697531,8.121158,9.914247,"EFS_G5"
"227","PARMTT",8.014923,7.123204,7.178989,7.012151,7.152742,8.940647,8.669443,7.981546,5.32628,8.723082,7.691949,8.21675,8.701274,8.771753,5.252788,6.760151,7.283638,8.06481,9.332094,8.435574,8.614423,8.539896,8.497286,7.853089,8.157121,7.017965,4.350069,8.483199,4.777002,8.242179,7.750981,6.645467,"EFS_L5"
"228","PARNCW",7.827309,6.922043,6.573205,7.205582,6.264562,7.601848,7.693864,7.810412,6.647736,7.936845,7.249612,7.738837,7.955696,8.801381,6.879162,6.843672,6.64785,7.872089,8.24772,8.014618,7.499561,8.453708,7.570956,7.578243,8.020922,6.622555,4.03649,7.647122,4.745868,7.455618,7.454136,7.546218,"EFS_L5"
"229","PARNEE",7.701572,7.346873,6.392335,7.567859,6.774085,7.530505,8.504769,7.883139,5.634489,7.850186,7.604021,7.459958,8.391017,9.324469,5.872078,7.256225,6.980628,7.7745,8.787056,7.937261,7.809024,8.403316,8.200067,7.696034,7.926366,6.937485,4.115906,8.097595,4.846807,7.535867,7.997747,5.89819,"EFS_L5"
"230","PARRBU",7.888862,7.064324,6.540757,7.965067,6.914244,8.629303,8.494304,7.610576,6.454359,8.087822,7.764051,8.382843,8.726713,9.427382,6.632205,7.281998,6.750925,8.252856,9.084064,9.511246,8.545149,8.273895,8.267806,7.644397,9.030461,7.096222,4.159971,8.775063,4.964708,7.7051,8.229292,7.899319,"EFS_L5"
"231","PARSEA",7.726994,7.303751,6.7598,6.976452,6.423065,6.863031,8.27298,7.226816,5.141925,7.859716,7.258621,7.090254,8.424933,8.175133,6.345785,6.993064,6.849183,7.671913,8.700351,7.396229,7.287707,7.849262,7.381705,7.474639,7.808609,6.725513,4.605274,8.282939,5.749339,6.943969,7.253229,7.941831,"EFS_G5"
"232","PARSHT",7.674776,6.17467,7.998916,7.209202,6.167164,7.268612,7.793864,7.485882,6.343312,7.38939,7.339862,6.918292,8.508605,8.693458,5.904318,6.907064,6.701763,7.318383,8.490759,8.170125,8.066979,8.321126,7.631522,7.297397,7.691541,6.287789,3.998334,7.114892,4.806632,6.525747,8.205072,5.882982,"EFS_G5"
"233","PARUXY",7.646472,6.161807,7.079043,5.360612,5.319905,7.12233,7.279311,7.149992,5.209775,6.988369,7.56745,5.256584,8.126216,7.30174,6.843417,6.898495,6.816517,6.825721,7.60075,6.516827,6.865142,7.807359,6.50764,7.158243,7.601599,5.1812,4.441067,6.017681,5.603575,5.900847,7.27791,8.528945,"EFS_G5"
"234","PARVME",7.763957,7.265854,6.600253,7.310635,6.4251,7.354311,8.586341,7.559326,5.446005,7.639331,7.469636,7.910598,8.04393,8.827724,7.020698,6.801252,7.094733,7.679089,8.930702,8.294592,7.53888,8.700588,8.257278,7.663975,7.366394,6.685601,4.517617,7.930691,4.925663,7.39924,7.842262,8.317506,"EFS_L5"
"235","PARVRR",7.794696,7.583797,6.938384,7.663641,6.556595,8.352449,8.514496,7.96249,5.829057,8.139277,7.354957,8.178879,8.47449,9.385496,6.852638,7.252792,6.132818,8.454616,9.0721,8.85115,8.026649,8.543417,8.398823,7.895348,7.766409,7.112237,4.676834,8.701998,5.161345,7.689596,8.357222,8.611608,"EFS_L5"
"236","PARXLM",7.702348,7.539227,10.489993,6.804924,6.329211,7.474495,8.178805,7.367926,5.202041,7.901473,7.454092,7.222795,8.420435,8.278605,5.724533,7.111704,6.898758,7.638781,8.724641,7.965828,6.987151,7.797862,7.645665,7.62915,7.598889,6.584802,4.207357,8.444889,11.025228,7.04973,7.590908,7.785955,"EFS_L5"
"237","PASATK",7.823122,7.647583,6.404313,7.443196,6.945513,7.278793,8.574655,7.403015,5.386719,7.982887,7.327146,7.857699,8.23171,9.500849,6.198049,6.848822,6.518777,8.004197,9.114623,8.640621,7.670363,8.33785,8.312049,7.624676,7.644217,6.959492,4.215979,8.44794,4.746519,7.858263,7.66712,6.568012,"EFS_L5"
"238","PASAZJ",7.771165,8.166457,6.591759,7.311584,7.009743,7.692377,8.825407,7.297068,6.965257,8.145117,7.547829,8.163245,8.540386,9.746555,6.9381,7.111416,6.937283,8.247685,9.051402,8.914715,8.093808,8.423995,8.694,7.840769,7.725584,7.163429,3.929911,9.825726,4.774397,7.942807,8.19554,7.967373,"EFS_G5"
"239","PASBEN",7.872252,6.871837,6.813014,6.712596,6.213407,8.060604,8.627046,7.442913,6.39805,8.230327,7.41706,7.621229,8.080452,8.474301,6.892582,6.899269,6.605457,7.665436,8.665905,8.289883,7.551497,9.205141,8.506974,7.565441,7.915826,6.516092,4.061803,7.55374,4.984967,7.337674,7.919155,8.002937,"EFS_L5"
"240","PASCKI",7.685943,7.430951,7.050745,7.279319,6.694623,7.773287,8.427341,7.769017,6.67961,7.871721,7.267346,8.17504,8.27094,9.549871,7.442906,6.910435,6.286535,8.043611,9.039332,8.780362,7.845179,8.529325,8.12276,7.465114,8.057936,6.953825,4.268689,8.568749,5.562268,7.645848,8.250595,9.013746,"EFS_G5"
"241","PASCLP",7.650212,6.783791,6.27759,7.809963,6.929227,8.705742,8.280695,8.030504,5.899734,8.089169,7.261423,9.058474,8.17776,9.758972,6.482221,6.76012,6.71196,8.430182,8.659208,9.141513,8.522712,8.857277,7.925755,7.275897,8.165356,7.164327,4.325496,8.047355,4.570426,8.359154,8.535009,8.340008,"EFS_L5"
"242","PASCUF",7.781671,6.57734,6.335768,5.776097,5.978957,6.74679,8.091699,6.996959,6.040849,7.449448,7.372784,6.338638,7.857367,8.748109,5.605796,6.79956,7.292802,7.305995,7.56614,7.634279,8.018994,8.89466,7.153608,7.206216,7.709648,5.601711,4.539949,7.303372,5.439433,7.13489,7.379519,8.451754,"EFS_L5"
"243","PASDZJ",7.747046,6.841581,7.263143,6.686091,5.96051,8.056808,8.235361,7.206571,7.477087,7.619014,7.379741,7.142737,8.254699,9.038819,8.462054,6.993182,6.675798,7.908857,8.492228,7.915644,7.512071,8.604909,7.531793,7.278689,7.581504,6.193775,4.661958,7.907123,5.149577,6.991737,8.499731,8.034038,"EFS_L5"
"244","PASFRV",8.12392,7.160336,6.685485,7.492027,6.726869,8.175933,8.332055,7.184676,6.932966,7.660218,7.310844,8.308003,8.312107,9.658325,7.758127,6.642171,6.42076,8.138219,9.018025,8.769908,7.858181,8.273814,8.120492,7.413412,7.970916,6.532244,4.32112,8.700379,4.960344,7.821558,8.24763,6.578283,"EFS_L5"
"245","PASGPY",8.087203,6.67919,6.512892,7.598051,6.245294,8.606159,7.49349,7.310438,5.626934,7.468506,7.25237,7.4657,8.149711,9.040062,6.092007,6.753724,6.921303,7.594223,7.839473,8.19361,7.531577,8.28668,7.237412,7.263917,7.325191,6.237038,4.133791,7.510533,4.859815,7.215578,7.571918,7.006929,"EFS_L5"
"246","PASJRT",7.938234,7.104024,6.652677,7.979221,6.826898,8.220426,8.717515,7.727303,5.847937,8.200302,7.557134,8.649924,8.55109,9.452039,6.273201,7.285396,6.884462,8.724175,9.450022,9.13191,8.255515,8.75816,8.663185,7.921911,7.565664,7.272569,4.091347,8.800148,4.765978,8.199344,8.504993,9.255557,"EFS_L5"
"247","PASJYB",7.810129,6.799469,6.720027,7.815019,6.644011,8.732604,8.403867,7.114509,4.391682,7.928221,7.5012,8.404151,8.517399,9.856514,5.276007,7.15603,6.878555,8.413521,9.104691,8.891537,9.107645,8.8884,8.175881,7.699319,7.944209,6.356238,3.810193,8.524615,4.679625,8.036284,8.570682,8.476561,"EFS_L5"
"248","PASKJX",7.953487,7.194406,6.403488,6.736664,6.89977,7.778151,8.532541,7.302855,5.48152,7.932034,7.412859,7.884972,8.1698,8.718728,6.17433,6.828173,7.123057,8.092176,8.875672,7.909375,7.843384,8.267266,7.951986,7.57353,7.763465,6.706318,4.183099,8.169355,4.866991,8.132988,7.475231,7.802583,"EFS_L5"
"249","PASLGS",8.28556,7.78721,6.858138,8.800473,7.290061,8.742111,8.876499,7.759299,7.011839,8.327704,7.383363,9.075882,8.4703,10.565909,6.790752,7.008304,6.403828,8.823942,9.613173,9.923821,8.746514,8.755478,8.781615,7.645743,8.233724,7.497742,4.417023,9.948054,4.577578,8.868851,8.308586,7.205591,"EFS_L5"
