"","Row.names","AHRR","BRD9","C5orf38","CEP72","CLPTM1L","IRX2","IRX4","LPCAT1","LRRC14B","MRPL36","NDUFS6","PDCD6","PLEKHG4B","SLC12A7","SLC6A18","SLC6A19","SLC6A3","SLC9A3","TERT","TRIP13","EFS_fct"
"167","PAMVCL",7.085443,6.912337,6.819507,6.81072,7.979314,7.177274,6.782455,7.445777,5.727493,6.99239,8.46382,7.580134,5.873124,6.856048,6.521649,6.204937,6.505178,6.86639,6.778913,6.690466,"EFS_G5"
"168","PAMXWF",6.954092,7.731137,6.612602,7.336822,8.352261,7.210919,6.73789,7.551507,5.49316,7.060183,8.741208,7.987977,5.791724,8.179246,6.46119,6.101564,6.452044,6.703167,8.534378,7.706093,"EFS_L5"
"169","PAMYCE",7.336333,7.061491,7.052543,6.840421,8.043086,7.264159,6.925851,7.389591,5.78307,7.063464,8.646244,7.509643,6.207373,7.695885,6.752817,6.496706,6.882236,6.978921,7.342088,6.867985,"EFS_L5"
"170","PAMYVA",7.105467,6.791026,6.838257,7.028721,7.950702,7.185966,6.697985,7.353244,5.584073,6.78922,8.32187,7.477201,6.481198,6.754189,6.543442,6.044659,6.635746,6.686591,6.851232,6.524756,"EFS_G5"
"171","PAMZCE",7.439395,7.042265,7.037895,7.097874,8.095686,7.279134,6.843995,7.399249,6.12014,7.020073,8.901752,7.674934,6.798069,6.872104,6.888533,6.474577,6.913074,7.06645,7.320758,6.921967,"EFS_G5"
"172","PAMZMG",7.266758,7.644883,6.996877,7.620269,8.487178,7.237676,6.728404,7.764294,5.525993,7.491368,9.083952,7.689127,6.988448,7.147096,6.750018,6.422866,6.726859,7.043439,7.323336,7.576346,"EFS_L5"
"173","PAMZYM",6.814263,6.968075,6.510548,7.107734,8.351505,6.887762,6.224516,7.526427,5.47622,7.034893,8.725114,7.526613,5.83689,6.921034,6.148508,5.863355,6.281118,6.630003,6.639174,7.076795,"EFS_G5"
"174","PANBJH",6.990763,7.092252,6.961303,6.984087,8.035244,7.320884,6.805696,7.360987,6.065553,6.907973,8.35335,7.492514,5.84483,6.832322,6.692809,6.298647,6.730974,6.917739,6.930655,6.803014,"EFS_L5"
"175","PANBMJ",7.449136,6.750591,7.232887,6.728217,8.104768,7.309662,7.062887,7.836185,5.688073,7.120292,8.372076,7.871271,6.053924,7.525917,6.773261,6.394978,6.744935,7.189111,7.069473,5.347472,"EFS_L5"
"176","PANBSP",6.928195,7.792047,6.317938,7.295251,9.243619,6.732536,6.162971,7.570275,5.234713,7.380326,9.191434,8.304269,7.209665,6.380019,6.165023,5.751555,6.21985,6.444504,6.995486,8.038107,"EFS_L5"
"177","PANCYF",7.261213,7.246265,6.736262,7.141194,8.479368,7.149054,6.680575,7.762808,5.595497,7.245461,8.805076,8.039941,6.800877,7.48681,6.516731,6.147387,6.558407,6.813679,6.967851,7.029119,"EFS_L5"
"178","PANDHZ",7.05522,6.837831,6.93347,6.621873,8.399529,7.451731,6.089603,7.140257,5.041767,7.37394,9.051904,7.040629,6.224559,7.567538,6.353912,6.195449,6.514538,6.543216,7.0368,6.389931,"EFS_L5"
"179","PANGTS",7.18973,7.205406,6.977128,6.993984,8.026113,7.003856,6.753835,7.126396,6.12162,6.626177,8.451314,7.377344,5.801854,6.629834,6.187033,5.768138,6.494483,6.698957,7.40755,7.311959,"EFS_G5"
"180","PANHUA",7.173228,6.780299,6.940875,7.049208,7.844257,7.32998,6.803433,7.2455,5.80679,6.702746,8.287362,7.460546,5.973048,6.922859,6.580503,6.188766,6.737812,6.668571,6.89725,6.497008,"EFS_L5"
"181","PANLSG",7.347823,7.160716,7.157837,7.180093,8.26963,7.348983,7.025192,7.897373,5.846137,7.035389,8.692902,7.454061,6.513767,6.835686,6.812637,6.403108,8.078754,6.966553,7.626261,7.31332,"EFS_L5"
"182","PANNIJ",7.35051,7.204164,6.887888,7.192086,8.641213,7.599175,6.967338,7.753373,5.936873,7.220194,8.916398,7.580101,6.75772,7.312025,6.758992,6.213484,6.634925,7.063312,6.997125,7.356946,"EFS_L5"
"183","PANRRW",7.075612,7.074983,6.648333,6.929083,8.597851,6.963161,6.365236,7.88641,5.660157,7.1236,8.777118,7.691116,6.033219,7.017573,6.460832,6.078478,6.543731,6.698382,6.722534,7.174982,"EFS_L5"
"184","PANUKV",6.956579,7.714659,6.55716,7.517354,9.107592,6.864396,6.259387,7.885562,5.568633,7.665319,9.253898,7.957316,6.396181,7.23994,6.508794,5.959376,6.387097,6.700792,7.281802,8.365909,"EFS_L5"
"185","PANUVK",7.022206,7.087211,6.865532,6.86679,8.906613,7.126064,6.563411,7.237407,5.65124,7.096946,9.015798,7.650405,5.832697,7.437025,6.457506,6.0031,6.894264,6.836316,6.843975,7.230851,"EFS_G5"
"186","PANVAN",7.356259,6.743668,7.12608,6.941225,8.078197,7.559896,7.069133,7.668254,5.882267,6.81671,8.256248,7.264692,6.215668,7.431427,6.807752,6.397303,6.985568,7.231542,7.248366,6.067448,"EFS_L5"
"187","PANYGR",7.221697,7.560209,6.865052,7.428916,8.941558,6.962778,6.888426,7.308155,5.53023,7.088299,8.815384,8.349627,6.035944,6.92381,6.613992,6.298162,6.686751,6.817687,7.243089,8.176116,"EFS_L5"
"188","PANZHT",7.073571,7.03925,6.674597,7.166562,8.691651,7.192989,6.770371,7.986888,5.61962,7.44174,8.810276,7.747577,5.926082,7.778282,6.635658,6.204411,8.330424,6.745089,6.898613,6.918804,"EFS_G5"
"189","PANZPV",7.006703,6.975204,6.49179,6.772133,8.246572,7.194487,6.66577,7.38466,5.473657,7.253601,8.768538,8.016576,5.768241,6.859062,6.268225,5.969488,6.58721,6.73198,6.640048,6.461119,"EFS_L5"
"190","PAPAKS",7.701029,6.644278,7.272477,7.131135,8.004452,7.482111,7.247051,7.248358,6.42236,6.90337,8.63785,7.577443,6.550139,7.035996,7.169548,6.64751,7.096493,7.338721,7.488302,6.589023,"EFS_G5"
"191","PAPBGH",6.982899,7.583796,6.452343,7.177345,9.172774,6.893316,6.347209,7.977743,5.420747,7.628461,9.53391,8.016013,7.455531,7.414897,6.291168,5.986812,6.634201,6.699456,7.20383,8.050603,"EFS_L5"
"192","PAPBZI",7.168361,7.56523,6.868292,7.147044,8.96043,7.051184,6.829981,7.149244,5.54249,7.245269,9.140096,8.489766,5.878516,6.761693,6.446799,5.914692,6.498496,6.779091,6.869666,8.070567,"EFS_L5"
"193","PAPEFE",7.186281,7.211248,6.982425,7.260857,8.732247,7.450552,7.037437,7.840192,5.87118,7.231354,8.391144,7.738889,5.990429,7.365573,6.65478,6.463996,6.585046,6.844773,7.103094,7.254902,"EFS_L5"
"194","PAPEJW",7.283368,7.281377,7.07188,7.307096,8.392073,7.423822,6.943462,7.555938,5.931013,7.283284,8.65586,7.571791,6.141675,6.998582,6.772846,6.503585,6.784795,7.107961,7.423238,7.513516,"EFS_L5"
"195","PAPHPE",7.402962,6.548689,6.91838,6.560766,7.97257,7.215184,6.864038,7.77787,5.732147,6.871173,8.496954,7.704469,6.099003,6.906614,6.824488,6.363368,6.727304,7.040462,7.038972,5.477739,"EFS_L5"
"196","PAPJLD",7.269535,6.796121,6.901875,6.627866,8.505796,7.085532,6.830315,7.669868,5.868317,7.337551,8.838492,7.925947,6.011303,7.661523,6.647363,6.410448,6.746596,6.95654,6.902855,5.346027,"EFS_G5"
"197","PAPKWN",6.942769,7.279626,6.811752,7.122883,8.865999,7.035649,6.337056,7.783604,5.211157,7.538987,9.36563,7.893056,5.654284,7.024895,6.34369,6.083611,6.284556,6.590241,7.076515,7.605262,"EFS_L5"
"198","PAPRTD",6.784741,6.589252,6.671898,6.357588,8.528935,6.773427,6.154893,7.832783,5.791293,6.937879,8.54563,8.043001,5.625536,7.558164,6.431661,5.881467,6.549815,6.900706,6.614034,5.150632,"EFS_L5"
"199","PAPSEI",6.985197,7.473232,6.629027,7.293028,8.680143,7.140343,6.159617,7.646641,5.575407,7.223629,8.986586,8.026919,6.820008,7.185933,6.567422,5.845869,6.296624,6.844976,6.671067,7.698953,"EFS_L5"
"200","PAPSKM",7.115164,7.837869,6.758548,7.188327,9.079893,7.201244,6.746398,7.613412,5.628637,6.651777,8.36448,7.998673,6.422636,8.097462,6.703963,6.244999,7.00997,6.938201,7.012087,7.829612,"EFS_L5"
"201","PAPTIP",7.000609,7.093758,6.736095,7.100631,8.485874,6.983539,6.448514,7.415889,5.662413,7.242601,8.838988,8.016439,6.731731,7.220458,6.532442,6.215382,6.468625,6.856122,6.923813,7.610289,"EFS_L5"
"202","PAPTLD",7.239332,6.796344,7.120407,6.876926,8.281631,7.350983,6.893267,7.293411,6.20284,6.980486,8.990876,7.474126,5.975263,6.814971,6.823468,6.651318,6.850167,7.21092,7.136853,7.175634,"EFS_L5"
"203","PAPTLY",7.007713,7.279869,6.731072,7.368098,8.626761,7.162523,6.647889,7.586685,5.775633,6.80523,8.528636,8.136306,7.018605,7.325448,6.797346,6.135717,6.746336,6.924793,7.068739,6.93121,"EFS_G5"
"204","PAPTMM",6.605087,7.042485,6.458022,6.991165,9.233625,6.719766,5.962417,7.975227,5.59269,7.131746,9.19784,8.242425,6.922025,6.646574,6.259783,5.716819,6.192281,6.579664,6.884803,8.048597,"EFS_G5"
"205","PAPUAR",7.102183,6.851401,6.9285,6.882338,7.987546,7.288381,6.965913,7.175363,5.65167,6.954516,8.488162,7.518954,5.989319,6.918922,6.642466,6.199082,6.66394,6.899424,6.929985,7.047966,"EFS_G5"
"206","PAPUEB",6.970843,6.758171,6.747872,6.91755,7.940334,7.111077,6.628774,7.139873,5.54549,7.075221,8.65674,7.407817,5.864824,6.782751,6.323907,6.18402,6.472258,6.681016,6.780617,7.183509,"EFS_G5"
"207","PAPUNH",7.050478,7.368851,6.801725,7.10563,8.135164,7.108596,6.869645,7.449564,5.91334,7.107903,8.749124,7.637312,6.524466,7.093515,6.613604,6.130951,6.630624,6.855942,7.043596,7.383583,"EFS_G5"
"208","PAPUTN",7.271548,7.322349,6.87379,7.596172,8.68764,7.263706,6.462225,7.83306,5.733963,7.043034,8.989228,7.548192,7.133791,6.851151,6.558356,6.04249,6.661309,6.772342,7.718364,7.510239,"EFS_L5"
"209","PAPWUC",6.817966,6.920259,6.768083,6.830108,8.508722,7.016792,6.216793,7.646632,5.754753,6.903823,8.463314,8.064917,5.775614,7.739672,6.388087,5.873315,6.403813,6.8154,6.664644,6.335505,"EFS_G5"
"210","PAPZYP",7.040643,7.330361,6.725777,7.179374,8.372038,7.213156,6.645178,7.535076,5.534813,7.253961,9.267902,7.520215,6.995189,7.024902,6.475728,6.013031,6.645174,6.80166,7.038701,7.849661,"EFS_G5"
"211","PARABN",7.285282,6.890907,7.035315,7.227775,7.993114,7.509117,6.781515,7.502888,6.029513,6.999019,8.26561,7.573538,6.54008,7.212919,7.133306,6.677231,7.015986,7.165327,7.076209,6.73222,"EFS_L5"
"212","PARACM",7.185885,6.858549,6.794798,6.88649,7.953594,7.199276,6.67298,7.225659,5.670367,6.746241,8.497398,7.658115,5.882764,8.229714,6.527171,6.043512,6.679945,6.754942,6.877258,6.41894,"EFS_G5"
"213","PARAHE",6.695509,7.004917,6.50612,6.630231,8.463879,6.828386,6.119635,7.39753,5.253403,6.696321,8.46323,8.103163,5.861424,7.041235,6.315088,5.690769,6.311064,6.716603,6.569022,6.577777,"EFS_L5"
"214","PARCWT",6.730677,7.027434,6.350815,6.693047,8.581579,6.628973,5.913227,7.398727,5.386917,6.640159,8.530664,8.063783,5.951312,7.310773,6.224758,5.634582,6.313785,6.481201,6.41704,6.937003,"EFS_L5"
"215","PARDUJ",7.223153,6.857522,6.852168,6.67781,8.145088,7.281127,6.577513,7.492742,5.615027,6.845089,8.369408,8.120006,5.9256,7.235728,6.712716,6.388397,6.719665,6.966484,6.94155,6.34324,"EFS_L5"
"216","PAREGK",7.209707,6.645664,6.988218,6.637713,8.121334,7.238709,6.602539,7.370197,5.941577,6.632181,8.19149,7.924524,6.131179,7.232894,6.770873,6.410286,6.902484,6.998351,7.013872,6.135027,"EFS_G5"
"217","PARFBW",7.275092,6.639457,6.984388,6.468725,8.195412,7.481716,7.004829,8.087695,6.138117,7.033077,8.224884,8.009992,6.145043,7.343133,6.831879,6.483872,6.866094,7.229599,7.248685,5.368141,"EFS_G5"
"218","PARGDJ",7.129435,6.758022,6.903278,6.390515,8.623423,6.960907,6.470995,7.85228,5.564987,6.766051,8.422352,7.997919,5.792596,7.057821,6.679567,6.138156,6.606558,6.885583,6.779908,5.665189,"EFS_L5"
"219","PARGUX",7.215064,7.055034,6.703687,7.092695,8.321843,7.199756,6.620655,7.597624,5.526397,6.895877,8.683022,8.313427,5.919754,7.164655,6.555038,6.260378,6.520845,6.857466,6.744871,7.046082,"EFS_G5"
"220","PARHYL",7.014238,7.100906,6.659532,6.708755,8.46425,7.032924,6.432528,7.427774,5.241137,6.859437,8.51886,8.013342,6.340545,7.323998,6.408279,6.132731,6.393078,6.887421,7.339586,7.34463,"EFS_G5"
"221","PARIKF",6.997158,7.424878,6.70185,7.138853,8.460265,7.038186,6.349105,7.578838,5.684337,7.095334,8.816866,8.05684,7.233592,6.658778,6.603023,6.152626,6.457934,6.862629,6.862228,7.619589,"EFS_G5"
"222","PARIKT",7.40945,6.545435,7.284393,6.254803,8.363208,7.459746,6.949471,7.568975,5.995353,7.195897,8.490952,7.745582,6.117371,7.092222,6.9829,6.33287,6.932352,7.114814,7.080265,5.659869,"EFS_L5"
"223","PARIRD",7.355525,6.861976,7.023435,7.20284,8.180453,7.507267,6.980819,7.558119,6.061183,6.837586,8.53575,7.459753,6.571538,7.068903,6.947597,6.463139,6.838674,7.119476,7.113467,7.137318,"EFS_L5"
"224","PARJAR",6.99238,7.008842,6.703257,6.379832,8.281344,6.932235,6.28292,7.569885,5.726083,6.476977,8.542836,7.76169,5.673256,7.389103,6.346659,6.599313,6.488052,6.67873,6.856588,6.562335,"EFS_L5"
"225","PARJTB",6.815045,7.561025,6.599198,7.596396,8.795957,7.009195,6.25358,7.944065,5.350107,7.413883,8.975516,8.052476,7.002011,7.015562,6.43397,5.915253,6.577396,6.76769,7.34086,7.993304,"EFS_L5"
"226","PARMFA",6.647426,6.650543,6.437175,6.21572,8.494272,6.894741,6.124745,7.721576,5.056623,6.999431,8.658686,7.939476,5.536094,7.553171,6.323743,5.566925,6.216551,6.636261,6.48916,5.63102,"EFS_G5"
"227","PARMTT",7.103728,7.568079,6.903773,7.167005,8.855738,7.112691,6.45594,7.338707,5.655333,6.959527,8.585516,8.217627,7.144298,7.582621,6.719515,6.275624,6.736948,6.913694,6.997195,8.201019,"EFS_L5"
"228","PARNCW",7.128675,7.188671,6.892093,6.988839,8.876258,7.152131,6.483784,7.66514,5.55422,6.932734,8.892142,8.099954,6.022548,7.000444,6.720189,6.377109,6.668892,6.908312,7.080507,7.426853,"EFS_L5"
"229","PARNEE",7.037564,6.935535,6.87098,6.915439,8.234593,7.082759,6.509933,7.661666,5.66516,6.595117,8.38847,7.792654,7.215802,7.448452,6.722913,6.271985,6.630588,6.866535,6.750694,7.077606,"EFS_L5"
"230","PARRBU",6.955649,7.177904,6.471433,7.141176,8.746181,7.037622,6.190508,7.494829,5.451447,6.92813,8.742416,7.764893,7.069944,7.141188,6.418259,5.749649,6.803765,6.619924,6.681771,7.80443,"EFS_L5"
"231","PARSEA",7.359325,6.668347,7.137427,6.975937,8.254738,7.259529,6.643104,7.35191,6.12537,6.753789,8.240228,7.737676,5.994411,7.131364,6.907403,6.569022,6.930677,7.163096,6.964336,6.758789,"EFS_G5"
"232","PARSHT",7.165244,6.844159,6.683152,6.983456,8.081445,7.161104,6.709459,7.084745,5.677913,6.764177,8.14283,7.631983,6.714008,6.864698,6.679086,6.277854,6.684401,6.857016,6.723411,6.295582,"EFS_G5"
"233","PARUXY",7.180767,6.613101,7.280723,6.33512,8.31887,7.454379,6.737993,7.221417,5.829127,6.737541,8.358492,7.80326,5.822989,7.162327,6.750751,6.175061,6.635837,6.969552,6.860941,5.482299,"EFS_G5"
"234","PARVME",6.692124,6.705933,6.492752,6.578213,8.285207,6.912459,6.323343,7.267839,5.377067,6.697949,8.310664,7.816675,5.557365,7.234795,6.367423,5.937972,6.236273,6.691005,7.265653,6.539557,"EFS_L5"
"235","PARVRR",6.98838,7.65489,6.808542,7.419019,8.576585,7.085363,6.491408,7.87127,5.58924,6.966847,8.829868,8.065404,7.113511,7.264757,6.591277,6.14101,6.543283,6.72169,6.952072,7.602448,"EFS_L5"
"236","PARXLM",7.293966,6.821139,7.156557,6.985418,10.15536,7.430754,7.083118,7.424914,5.256887,7.842026,9.609688,7.627899,6.386587,7.651139,6.846585,6.311044,6.864776,7.198616,7.518552,6.83925,"EFS_L5"
"237","PASATK",7.096521,6.71477,6.778633,7.188074,8.102508,7.24905,6.61775,7.377983,5.888767,6.565043,8.229672,7.535612,5.985573,7.329777,6.868667,6.495811,6.916077,6.901827,7.04417,6.993406,"EFS_L5"
"238","PASAZJ",7.078935,6.968913,6.774855,7.26207,8.310369,7.040963,6.598845,7.674655,5.962324,6.517233,8.621136,7.951377,6.538942,7.245129,6.738421,6.214279,6.695209,6.907895,6.91029,7.270097,"EFS_G5"
"239","PASBEN",6.898348,6.681131,6.713802,6.733668,9.40974,7.093091,6.573857,7.656395,5.68155,6.567346,8.019108,7.659557,5.76907,7.331993,6.800503,6.132972,7.703255,6.749569,7.515109,6.161698,"EFS_L5"
"240","PASCKI",6.987336,7.20367,6.812487,6.978664,8.177307,7.061006,6.594314,7.304626,5.669193,6.68196,8.586136,7.981743,5.772879,7.434903,6.4349,6.027035,6.536374,6.805681,7.179735,7.447341,"EFS_G5"
"241","PASCLP",6.817037,7.14273,6.615198,7.243878,8.052278,6.832621,6.535298,7.215509,4.875817,6.939937,8.723018,7.726144,6.773408,6.38499,6.172806,5.851229,6.402542,6.591585,6.791876,7.610623,"EFS_L5"
"242","PASCUF",6.893409,6.802404,6.6992,6.752251,7.61386,6.890031,6.361057,7.069707,5.619763,6.782037,8.450434,8.140956,5.886391,6.637147,6.507113,5.976617,6.435035,6.707514,6.706026,6.213553,"EFS_L5"
"243","PASDZJ",7.276638,7.029419,6.939297,7.129495,8.583471,7.313182,6.838224,7.682047,5.63373,7.134133,8.504614,7.600864,6.418401,7.634135,6.713458,6.387958,6.711359,7.051772,7.10204,6.505022,"EFS_L5"
"244","PASFRV",6.888723,6.86198,6.600112,6.981207,8.264851,6.830779,6.353955,7.914288,5.406457,6.521039,8.307748,7.605145,6.591948,7.038411,6.281711,5.82653,9.167463,6.631471,6.730605,6.797469,"EFS_L5"
"245","PASGPY",7.106903,7.027409,6.708942,6.830734,7.415787,7.007037,6.518236,6.996333,5.473287,6.581557,7.682118,7.454039,5.923409,6.980032,6.436756,6.157015,6.533149,6.867281,8.744571,6.998135,"EFS_L5"
"246","PASJRT",7.052463,7.29074,6.738695,7.581825,8.028296,7.060455,6.757549,7.397727,5.917833,6.924839,8.581558,7.642281,7.033557,7.091105,6.687231,6.424472,6.648747,6.906398,7.057947,7.656661,"EFS_L5"
"247","PASJYB",7.094162,7.468248,6.779887,7.429379,7.938674,7.117772,6.695504,7.586014,5.554427,7.033979,8.437688,7.775264,6.913594,6.923179,6.633968,6.220489,6.543098,6.954546,7.120383,7.459246,"EFS_L5"
"248","PASKJX",7.125939,6.755018,6.88457,7.150507,7.830877,7.229026,6.716599,7.301396,5.68016,6.757344,8.48167,7.806684,5.981531,6.958782,6.609309,6.213774,6.647686,6.866849,6.802564,6.907401,"EFS_L5"
"249","PASLGS",6.802629,7.127915,6.559533,7.269119,8.137138,6.895491,6.475789,7.412942,5.54235,6.825721,8.780482,7.560889,6.806931,6.921691,6.341188,6.024008,6.445779,6.653977,6.686282,7.979535,"EFS_L5"
