"","Row.names","CDC42","CREB1","GNAI1","GNAO1","GNAZ","GNB1","GNG2","MAP2K1","MAPK1","PELP1","PIK3R1","PLCB1","PTK2","EFS_fct"
"126","PALLJJ",9.584635,8.429557,8.27916,9.62926,9.37808,11.294449,8.431886,9.582002,9.451991,8.357289,8.176102,7.988972,8.037249,"EFS_G5"
"127","PALNFE",8.519101,8.485446,8.211674,9.555241,8.29029,10.562412,8.946825,7.698492,8.867446,8.186177,9.270299,8.187399,8.85362,"EFS_G5"
"128","PALNHZ",9.045077,8.516562,7.876871,9.09072,8.715359,10.787647,7.356843,7.816546,8.863132,7.670548,7.260221,8.101445,9.284446,"EFS_L5"
"129","PALNVP",9.528452,8.732515,8.031322,10.08445,9.03147,11.390926,8.979006,8.935013,9.360111,8.134177,10.042348,8.098126,8.55142,"EFS_G5"
"130","PALPIN",8.945505,8.657542,7.972409,9.418033,8.051709,10.983944,9.370958,7.985493,8.437398,7.794914,9.682768,6.911435,9.242615,"EFS_G5"
"131","PALPSY",8.961386,9.032745,7.929772,9.486145,8.396198,10.820496,8.983364,8.20172,9.243101,7.723244,9.64678,6.729598,8.862752,"EFS_G5"
"132","PALSAE",8.593557,8.598394,7.648584,8.805818,8.218992,10.173177,8.327134,7.981209,8.64078,7.924337,9.403342,8.043356,8.083574,"EFS_L5"
"133","PALTYB",9.94867,8.647514,8.505963,9.563825,8.934135,11.303603,8.847912,9.50307,9.828545,7.948875,9.143133,8.26489,8.666026,"EFS_L5"
"134","PALUDH",9.176935,8.677995,8.432799,9.271478,8.865702,10.347038,8.835924,7.969617,9.012628,7.979841,9.281257,6.343583,8.645656,"EFS_G5"
"135","PALUYS",8.978933,8.656582,7.488252,9.024628,8.318592,10.795875,7.786274,7.911326,8.377554,7.84738,8.619118,6.384598,8.638743,"EFS_L5"
"136","PALVKK",9.578372,8.349909,6.982142,9.017724,8.154409,10.754766,8.873072,8.436541,9.18009,7.562126,9.191638,6.958604,8.948358,"EFS_L5"
"137","PALVUC",8.927325,8.640101,7.977708,9.379038,8.457048,11.09388,9.0712,7.622514,8.913201,7.898214,8.675864,6.740003,8.979036,"EFS_G5"
"138","PALVVH",9.471604,9.022759,8.5564,9.574686,8.626645,10.974577,9.098616,7.915,9.283824,7.858177,9.340315,8.101668,8.978782,"EFS_G5"
"139","PALWBT",9.155998,7.934313,7.249653,9.229954,8.811035,10.906927,8.237834,8.652803,8.998275,7.700959,7.928836,8.13903,8.299028,"EFS_G5"
"140","PALWSJ",9.777182,9.396461,8.548932,9.863261,9.032918,11.416734,9.294106,8.956965,9.71211,8.184573,9.00441,6.932936,8.471039,"EFS_G5"
"141","PALWVJ",9.305807,8.352922,7.086871,9.686158,8.496511,10.654644,9.034435,8.049245,8.459952,7.792016,8.608487,8.065531,8.981808,"EFS_L5"
"142","PALWXP",9.482078,9.3186,8.198311,9.388764,8.902302,11.094729,9.178566,8.429777,9.449273,7.842292,9.667938,8.749662,9.15745,"EFS_G5"
"143","PALXTB",9.723524,8.958509,8.393407,9.697524,8.529351,10.98537,9.426275,8.097472,9.146581,7.474159,9.407163,8.433248,9.194074,"EFS_G5"
"144","PALXTE",9.325954,9.285805,8.245632,9.176565,8.413171,10.677641,9.025889,7.724223,9.154371,7.854559,9.732764,6.915243,8.808472,"EFS_G5"
"145","PALXUM",9.720987,8.868483,8.63877,9.493631,8.372459,11.045323,8.750083,8.291045,9.152309,7.668461,9.605834,7.087557,9.023745,"EFS_L5"
"146","PALYEC",9.114335,8.505346,7.20661,8.770533,7.997419,10.57651,7.901386,7.46259,8.422072,7.441077,8.72845,6.53255,8.996636,"EFS_L5"
"147","PALYLZ",8.953089,8.733853,7.922027,9.409428,8.125122,10.793706,8.87178,7.818227,9.043285,8.004114,9.542822,6.757578,9.03622,"EFS_G5"
"148","PALYPW",9.474168,8.416307,7.145092,8.447173,8.005631,10.525723,8.8065,8.09752,9.014393,7.362321,9.535048,7.626955,8.82753,"EFS_L5"
"149","PALZRG",8.922586,8.741869,7.311073,8.348097,7.947159,10.053399,7.038328,7.859041,8.837464,8.260988,8.484206,7.609495,8.579122,"EFS_L5"
"150","PALZZV",8.433478,8.668565,6.524565,8.224723,8.460917,10.392153,7.832701,7.764908,8.702118,7.734012,7.413948,6.296497,8.543492,"EFS_L5"
"151","PAMACS",9.320582,8.458966,7.841211,9.131768,8.072858,10.845431,8.953275,8.145301,8.664108,7.548353,8.793022,6.613611,8.801887,"EFS_L5"
"152","PAMAFV",9.114306,8.761634,7.860412,9.45147,8.680216,11.016796,8.293621,8.080652,9.020902,7.962504,8.912082,6.549067,8.661891,"EFS_G5"
"153","PAMAJT",9.048512,8.664701,7.594406,8.977073,8.628385,10.842624,8.793787,7.604842,8.893925,7.97382,8.824888,8.019708,8.921084,"EFS_G5"
"154","PAMBDH",7.816075,8.474563,6.696257,8.418643,8.22549,10.184296,7.280635,7.591878,8.011328,7.942283,7.928707,6.132799,8.796134,"EFS_G5"
"155","PAMBMJ",9.460052,9.28409,7.415258,9.330728,8.155135,10.72334,8.638699,7.839787,9.19976,7.843883,9.326641,7.159801,9.047398,"EFS_L5"
"156","PAMBYG",8.319061,9.110312,7.299809,9.090938,8.013951,10.032901,8.186049,7.502906,8.219553,7.369912,7.78108,6.786,9.030276,"EFS_L5"
"157","PAMCXF",9.345862,8.305985,7.51859,8.462904,8.154549,10.482471,7.766096,8.095256,8.288766,7.633252,9.077702,6.351657,8.138926,"EFS_L5"
"158","PAMEHH",9.652596,8.724472,8.616247,9.222297,8.981514,11.161345,9.195029,9.274285,9.470897,7.64309,8.678627,8.292788,8.930491,"EFS_L5"
"159","PAMEZH",9.065357,8.546969,7.12756,9.249423,8.812972,10.825298,8.827085,8.094456,9.107994,7.677828,8.81886,7.547112,8.783587,"EFS_L5"
"160","PAMJED",8.831919,8.06298,7.375201,7.704608,8.320557,10.327391,7.563076,8.238807,8.041857,7.749205,7.354914,6.196377,8.910487,"EFS_L5"
"161","PAMLMY",8.414558,8.775901,7.839062,8.866717,8.651327,10.04087,8.984268,7.746162,8.805955,8.082553,8.657762,7.394173,8.450132,"EFS_G5"
"162","PAMLNB",9.685974,8.442099,8.279153,6.556396,7.412813,10.452846,7.356584,8.274404,9.198712,7.673226,8.734873,7.673462,9.136291,"EFS_G5"
"163","PAMMXF",8.725147,8.778221,7.559014,9.130598,8.401835,10.262171,8.271869,7.733515,8.750013,8.037715,8.711494,6.86869,9.301514,"EFS_L5"
"164","PAMMYR",9.421607,8.709839,6.545832,8.732517,7.840477,10.463921,8.566803,7.951702,8.816462,7.733591,8.242366,7.151004,8.583759,"EFS_L5"
"165","PAMNAL",9.435738,8.566626,8.415505,8.859442,8.643713,10.706261,8.117535,8.059738,9.22893,8.080683,9.139236,7.104631,9.252567,"EFS_G5"
"166","PAMNLH",8.969719,7.901949,7.088166,9.374295,8.164169,10.301285,8.239785,7.82206,8.398342,7.763586,8.697019,6.971693,8.38378,"EFS_L5"
"167","PAMVCL",9.10706,8.460394,7.942781,8.918593,8.471072,10.87712,8.583652,8.04769,8.85995,7.895771,8.846816,7.538414,9.067037,"EFS_G5"
"168","PAMXWF",9.37495,8.76098,8.092248,10.001283,8.651423,10.93471,9.029852,7.955522,8.810867,7.936794,8.389998,6.827286,9.13716,"EFS_L5"
"169","PAMYCE",8.78415,8.104444,7.292039,8.857782,8.6014,10.589047,7.809706,7.806946,8.296649,7.659459,7.948453,6.653421,8.906893,"EFS_L5"
"170","PAMYVA",8.64138,8.768733,8.100608,9.122131,8.436931,10.091332,8.612776,7.530673,8.567343,7.544933,9.130078,6.36417,8.589737,"EFS_G5"
"171","PAMZCE",7.663235,8.162539,6.592081,8.661486,7.95785,9.747843,7.861673,7.608074,7.974736,7.635059,7.491698,6.750339,8.14063,"EFS_G5"
"172","PAMZMG",8.19666,8.255406,6.725947,9.72522,8.469588,9.930796,8.01559,7.435403,8.09232,7.973165,7.7483,7.330234,8.857655,"EFS_L5"
"173","PAMZYM",9.384072,9.376209,7.761956,9.247717,8.54318,10.603773,8.628817,7.946236,8.937912,7.543226,7.854136,7.104971,8.768536,"EFS_G5"
"174","PANBJH",8.957353,8.64588,7.717743,9.663529,8.485725,10.692683,8.59353,7.658812,8.430956,7.795974,7.608693,7.327353,8.561112,"EFS_L5"
"175","PANBMJ",9.217995,8.148154,7.775067,8.844877,8.206901,10.695099,8.502524,8.195807,8.727338,7.440101,9.046306,6.425482,8.199712,"EFS_L5"
"176","PANBSP",8.929303,8.715261,7.647695,8.681117,7.987326,10.23257,8.479938,8.504705,9.159376,7.735736,7.541348,6.631081,9.198249,"EFS_L5"
"177","PANCYF",8.917044,8.700785,6.668892,8.494246,8.051256,10.063623,8.020012,7.923038,8.699232,7.761166,8.359108,6.372664,8.737068,"EFS_L5"
"178","PANDHZ",9.205298,7.849473,6.684333,8.537808,7.633212,10.237888,8.284175,7.847082,8.275813,7.425203,7.597675,6.677582,8.496575,"EFS_L5"
"179","PANGTS",9.207297,8.933766,7.970068,9.129438,8.505779,10.29261,8.659978,7.587386,8.416774,7.521075,7.953349,6.283538,8.697755,"EFS_G5"
"180","PANHUA",8.918001,8.640513,7.708618,8.683731,8.108795,10.496501,7.9522,7.657152,8.484845,7.399134,8.53579,6.719173,8.616035,"EFS_L5"
"181","PANLSG",8.60744,8.6802,7.268343,8.785683,8.339729,10.6264,7.572781,7.587482,8.468588,7.768129,8.79365,6.109704,9.046578,"EFS_L5"
"182","PANNIJ",8.767119,8.537111,7.064533,8.850441,8.173999,10.396874,7.900554,8.239973,8.590026,7.299739,7.952057,6.670307,8.613548,"EFS_L5"
"183","PANRRW",9.281871,9.135407,8.163102,9.532826,8.604253,11.006872,9.498926,8.120806,8.86101,7.61438,9.211593,6.254564,8.811891,"EFS_L5"
"184","PANUKV",8.675546,8.833757,7.331969,9.231208,8.703256,10.306666,6.9343,7.945324,8.734508,7.96283,8.634314,7.577174,9.110085,"EFS_L5"
"185","PANUVK",9.620956,8.331034,7.795418,8.554818,8.669752,10.934043,8.360745,8.793479,9.458803,7.92819,8.986488,7.397242,9.270249,"EFS_G5"
"186","PANVAN",9.178452,8.358435,6.536286,6.612635,7.449921,10.314208,7.468684,8.105516,8.317097,7.199847,7.847111,6.518179,7.98493,"EFS_L5"
"187","PANYGR",9.020787,8.609586,7.635349,8.168025,8.278075,10.526494,8.163235,8.031851,8.766127,7.765748,8.031693,6.000036,8.644019,"EFS_L5"
"188","PANZHT",9.184849,8.898314,8.354694,8.825906,8.309187,10.757655,8.684893,7.654419,8.905015,7.4761,7.859342,6.584973,8.595922,"EFS_G5"
"189","PANZPV",9.358485,8.910744,7.853526,9.35114,8.171364,10.893015,9.432185,7.961433,9.221973,7.531785,8.531814,7.193007,8.930146,"EFS_L5"
"190","PAPAKS",8.08321,8.77835,6.331106,8.091313,8.088494,10.469249,6.81263,7.239338,7.867188,7.655116,7.340639,6.607551,7.478309,"EFS_G5"
"191","PAPBGH",8.973715,8.919596,7.503549,9.465451,8.228937,10.29811,8.415665,8.280099,8.922072,7.934512,8.147961,7.30341,8.638155,"EFS_L5"
"192","PAPBZI",8.903719,9.014176,7.226287,8.644727,8.407487,10.853374,8.260073,8.070048,8.754427,7.587471,7.889284,6.65947,9.038181,"EFS_L5"
"193","PAPEFE",9.027896,8.986594,7.487819,8.091606,7.943861,10.330667,7.749795,8.035592,8.438972,7.563514,8.157029,6.418585,8.312919,"EFS_L5"
"194","PAPEJW",8.511368,8.305368,7.423174,8.799496,8.126199,10.248949,7.155343,7.735275,8.392786,7.712484,8.672362,6.467273,8.678891,"EFS_L5"
"195","PAPHPE",8.850434,7.942747,7.113167,9.084282,8.662595,11.03206,8.347053,8.336576,8.915964,7.476595,9.0203,7.613475,8.453471,"EFS_L5"
"196","PAPJLD",9.315782,8.145389,7.819871,9.264751,8.32248,10.84251,8.125063,9.065068,9.104297,7.530288,9.182684,7.410122,8.493305,"EFS_G5"
"197","PAPKWN",9.444231,8.996123,7.490251,9.025448,7.888094,10.718261,8.346426,8.407979,9.103123,7.79538,8.113961,7.924584,9.225619,"EFS_L5"
"198","PAPRTD",9.667203,8.828448,7.574121,9.166484,8.549575,10.84753,9.114024,8.961817,9.786222,7.465,9.200806,7.886599,9.109111,"EFS_L5"
"199","PAPSEI",8.672964,8.99988,6.882311,9.025794,8.194469,10.122209,8.326192,7.679607,8.821918,7.949807,8.210031,6.498168,8.955854,"EFS_L5"
"200","PAPSKM",9.283332,8.914661,7.620155,9.063137,8.168579,10.45643,8.74733,8.008875,8.878653,7.695686,8.414753,6.768983,8.846314,"EFS_L5"
"201","PAPTIP",8.746073,9.394911,7.607416,8.605511,8.394175,10.422181,7.753003,7.927943,8.850943,7.667043,8.476222,6.619394,8.985957,"EFS_L5"
"202","PAPTLD",8.525711,7.896464,7.263839,9.135061,8.544115,10.364333,7.750389,7.772394,8.555784,7.758879,7.784308,6.339928,8.551141,"EFS_L5"
"203","PAPTLY",8.529741,8.890469,7.313754,8.212143,8.169136,10.027512,7.505519,7.745916,8.283969,7.647177,8.014061,7.817657,8.507356,"EFS_G5"
"204","PAPTMM",8.99457,9.154654,7.851096,8.509846,8.320342,10.339013,7.174247,8.441366,9.516889,8.089959,7.777336,7.173113,9.284494,"EFS_G5"
"205","PAPUAR",9.292141,9.087018,8.32188,8.832181,8.456546,10.842604,9.120279,7.909081,8.784657,7.279299,8.310386,6.45696,8.616394,"EFS_G5"
"206","PAPUEB",9.551351,9.416255,8.13643,8.465607,8.306161,10.624019,8.245959,7.796311,8.72565,7.234484,7.879397,6.58421,8.563432,"EFS_G5"
"207","PAPUNH",8.917052,9.222635,8.038329,9.205845,8.262308,10.255601,7.598775,6.88368,8.858454,7.462356,8.859906,7.590087,9.110393,"EFS_G5"
"208","PAPUTN",8.604755,8.827407,7.096924,8.439222,8.137055,10.71006,7.018146,7.711112,8.580062,7.323266,8.351143,6.839808,8.75502,"EFS_L5"
"209","PAPWUC",9.727969,9.224736,7.163891,7.495119,7.638484,10.381837,8.04514,8.265232,9.593147,7.372266,8.520714,6.804019,8.737285,"EFS_G5"
"210","PAPZYP",9.154497,9.139069,7.863345,8.166863,8.034706,10.325468,8.436451,8.057961,8.749227,7.36677,8.39715,7.851459,9.131076,"EFS_G5"
"211","PARABN",8.343068,8.571013,6.648123,9.117905,7.972769,9.880117,7.596348,7.283245,8.37872,7.674234,7.485332,6.849027,8.51129,"EFS_L5"
"212","PARACM",9.538148,9.146629,7.751221,8.598263,8.11871,10.738683,8.492423,8.126771,9.055569,7.170679,8.883873,7.192496,8.837,"EFS_G5"
"213","PARAHE",9.10321,8.687169,7.971096,8.864245,8.378467,10.257764,8.523136,8.175397,9.587604,7.630748,9.27539,7.858428,9.181713,"EFS_L5"
"214","PARCWT",9.721821,9.118124,7.547364,9.375824,8.927462,10.835345,9.165513,8.173209,9.738617,7.523637,9.067347,7.125254,9.530671,"EFS_L5"
"215","PARDUJ",9.24941,9.067662,7.627687,8.759259,8.664788,10.769354,8.33425,8.123269,8.920676,7.527305,8.287157,6.280993,8.772947,"EFS_L5"
"216","PAREGK",9.077919,8.495383,7.576975,8.108566,7.925082,10.344496,8.305369,8.132106,9.09283,7.500827,8.890647,7.58915,9.137388,"EFS_G5"
"217","PARFBW",8.541621,8.174213,6.944824,8.882697,8.839155,10.223394,8.387003,8.525544,8.920889,7.740155,7.616287,7.394727,8.371221,"EFS_G5"
"218","PARGDJ",8.90942,8.66677,7.545752,9.369807,9.063618,10.813417,8.630684,8.724312,9.553993,7.752608,8.169486,7.870193,9.117814,"EFS_L5"
"219","PARGUX",9.256755,8.847867,8.092207,9.083124,8.602437,10.183828,8.261195,8.253131,9.052819,8.058988,8.820194,7.51651,8.596047,"EFS_G5"
"220","PARHYL",9.436875,9.213907,7.816219,8.629636,8.314318,10.742906,8.758127,8.192874,9.517658,7.8133,8.363784,7.396282,9.223634,"EFS_G5"
"221","PARIKF",8.619607,9.082838,6.844877,9.228692,8.273565,10.040511,8.393831,7.486947,8.329738,7.809781,7.716186,6.616746,8.978452,"EFS_G5"
"222","PARIKT",9.221247,7.757483,7.112558,9.480095,9.011226,10.826927,9.207143,8.952428,9.120764,7.584322,8.45253,7.002233,8.314592,"EFS_L5"
"223","PARIRD",8.190155,8.299513,6.507805,8.61679,8.552672,10.236517,7.555769,7.523461,8.204653,7.618587,6.61921,6.201787,8.173618,"EFS_L5"
"224","PARJAR",9.696816,8.628259,8.278845,8.974773,8.725895,11.208141,9.065633,8.343715,9.03505,7.474757,8.829286,7.183152,8.922189,"EFS_L5"
"225","PARJTB",8.767756,9.057248,7.113604,8.584467,8.295241,10.162326,6.406925,7.686764,8.842319,8.061103,7.921008,7.035049,8.93903,"EFS_L5"
"226","PARMFA",9.7264,8.868233,7.675142,9.063228,8.503068,10.878104,9.157984,8.750903,9.782213,7.55731,8.937733,7.492814,9.22643,"EFS_G5"
"227","PARMTT",8.772761,8.438315,7.178667,9.444915,8.763392,10.165488,8.204332,7.508735,9.063728,7.708605,8.422781,6.485697,8.721584,"EFS_L5"
"228","PARNCW",8.568249,8.569489,7.431303,8.465608,7.987913,10.081665,8.322641,8.109022,8.60444,7.576413,7.831625,5.675631,8.835714,"EFS_L5"
"229","PARNEE",8.196652,8.401047,6.727429,8.539335,8.530404,9.753095,8.375473,7.702248,9.13441,7.960396,8.47875,7.008648,9.002954,"EFS_L5"
"230","PARRBU",8.992483,9.089049,7.768253,8.947415,8.211023,10.0641,7.774682,8.052018,8.920291,7.862359,7.605679,7.351438,9.05772,"EFS_L5"
"231","PARSEA",8.847928,8.581183,7.005366,9.169921,8.731408,10.646159,8.788343,7.737121,8.605954,7.815245,8.238922,7.092576,8.390431,"EFS_G5"
"232","PARSHT",8.219706,9.104212,7.209186,8.395807,7.799719,9.939304,8.100308,7.770439,8.79243,7.753572,8.137465,6.680165,9.115614,"EFS_G5"
"233","PARUXY",8.788437,8.078977,6.757409,9.513368,8.771555,10.631074,8.799487,8.969769,8.894816,7.945231,8.900939,6.671422,9.034667,"EFS_G5"
"234","PARVME",9.173527,8.658608,7.779047,9.400477,8.677955,10.541715,8.343921,8.016813,9.016436,7.731569,7.596557,6.581176,9.390312,"EFS_L5"
"235","PARVRR",8.782316,8.639076,7.045351,8.282757,8.289015,10.067055,8.640061,7.910996,8.826566,7.868319,8.359802,7.915436,9.172568,"EFS_L5"
"236","PARXLM",8.448405,8.501706,6.710916,8.936455,8.355252,10.021401,8.692706,7.703432,8.752751,7.52935,8.082294,6.631104,8.292107,"EFS_L5"
"237","PASATK",8.610877,9.087666,7.876613,9.06136,8.674653,10.622406,8.781989,7.583033,8.822305,7.71158,7.783197,6.034629,8.746693,"EFS_L5"
"238","PASAZJ",9.221981,8.651589,7.215719,8.913944,8.492912,10.963363,9.461471,7.792528,8.960432,7.829847,7.526154,5.840833,8.43582,"EFS_G5"
"239","PASBEN",9.153218,8.42835,7.204842,9.172288,8.594013,10.077754,8.705883,8.485148,8.854606,7.720066,7.622051,6.70276,8.924617,"EFS_L5"
"240","PASCKI",9.334752,9.070287,7.639721,8.88381,8.316796,10.71402,8.454134,8.281036,9.27,7.518155,8.86581,6.92871,8.959422,"EFS_G5"
"241","PASCLP",8.8504,9.369508,7.467289,8.664011,8.028675,9.999682,8.227568,7.745347,8.879773,7.347173,8.454389,6.736068,9.243567,"EFS_L5"
"242","PASCUF",9.561688,9.391737,8.248469,9.309085,8.643891,11.245853,9.066765,7.687542,9.24609,7.542796,9.404636,7.138537,9.200696,"EFS_L5"
"243","PASDZJ",9.442151,8.727785,6.536865,6.651711,7.277385,9.968903,7.694117,7.900175,8.724469,7.172477,8.317787,6.519189,8.119881,"EFS_L5"
"244","PASFRV",9.507525,9.363409,7.955898,8.81013,8.020534,10.545085,8.399971,7.607625,9.086194,7.624793,9.014005,6.593725,8.84466,"EFS_L5"
"245","PASGPY",9.131123,9.063143,8.900624,9.172579,8.690239,11.114696,8.722115,7.942175,8.607679,7.725728,8.620423,8.127823,8.998446,"EFS_L5"
"246","PASJRT",8.380389,9.131956,5.473177,8.398726,8.21412,9.9529,8.164294,7.617529,8.179669,7.713463,8.184606,6.171232,8.997163,"EFS_L5"
"247","PASJYB",8.523424,9.045478,7.420969,9.091993,7.922005,9.75757,7.839565,7.112206,8.483944,7.802855,8.543362,7.442954,8.970708,"EFS_L5"
"248","PASKJX",8.645588,9.10184,8.482769,9.299281,8.706385,10.023337,9.077364,7.948852,8.927681,7.813064,9.119901,6.11276,8.589066,"EFS_L5"
"249","PASLGS",9.697877,9.578141,8.301451,9.117268,8.795545,10.309951,8.505716,7.890287,9.86637,7.738185,8.805781,6.905699,9.009105,"EFS_L5"
